Day Number: 2218
3108.68391993,4862.29195019
5286.00835886,-6119.04265852
2100.47192966,-2617.99245499
846613.348624,145871.088985
-1560.23370992,-5723.76222182
191.49870841,638.093577094
-4210.52087401,-3469.07276147
2795.40919512,-2301.97704467
229.628428986,-1866.84573173
1817.93760547,1113.57109271
-44683.2473795,-10937.9506753
52.320780812,1838.87400599
850.661481435,2262.76290177
-18143.1415745,-25549.0087947
-7650.03794919,-826.01379528
-40294.70677,56945.5563064
697.515165653,404.356756044
1353.7493421,-581.682223852
100.222332495,-3468.77435253
-504.417115037,204.078367512
1644.71268679,697.686932488
576.1829418,622.807396652
4888.17513399,-1904.96783092
979.849470949,-1.71595905479
-2616.09393111,-1123.4468481
-663.352084944,-121.51986175
-1.91576731526,-1973.45741441
-7803.40061574,4750.38583029
14154.3310047,10.2427138646
-2873.20448261,20566.7117658
-132.143810725,-801.238501216
559.55062013,4073.37201005
-3226.33276934,-6352.63074038
2.48103032523,172.861413168
60.1103344986,3075.33783538
806.33152832,-590.025707475
48.5318933246,757.728857699
1395.96764225,746.135493192
182.849632511,190.744081184
-2901.35663288,-14786.8995965
134.492648235,-380.673347715
1078.26698416,-1808.17417357
12810.3324833,11592.8577903
-3913.82372882,-33027.7206908
-98.6621048724,-2231.54767104
456.33587684,-173.104188053
1713.61090481,292.323927831
182.048820487,978.273183168
-245.816272442,901.546073868
3124.38466869,1496.48050509
2539.00588617,7780.2635409
-407.401064877,1271.69561193
681.662461124,1001.35246132
-303.012435966,-654.696251471
51213.9077534,-44530.8978331
-350.543889149,-288.64276514
-613.287592009,-813.167082117
-132.681929226,-799.513543516
-2566.58625905,1353.82804724
480.641886625,1580.40267054
927.827351355,17.9839514065
-176.196547005,387.618098397
-1912.55925075,949.890437104
-11321.2731292,16019.4363523
80.06102892,2883.15789572
347.277525941,333.509523933
-2232.12629695,2168.67497146
1733.39093037,-1858.56836939
352.500417829,-782.503726868
5307.93488188,-2178.78533766
-4468.0408784,-6104.73438949
-11369.5658971,-8531.59988399
1042.49503683,1538.64781988
-1191.83927967,-494.581587895
1676.71024427,2109.7199255
-9627.15945857,25738.7784935
1489.15993143,3414.84814577
-16744.9796024,14888.1928385
-719.820472489,131.16587775
-699.454417995,866.100385926
1813.96877811,340.468021171
-736.577489555,-112.209485363
28929.9810964,12165.9884897
468585.251521,-109946.947176
-2743.13803554,-800.090309577
231.835269399,830.315745385
1079.59035184,-1270.59892238
6802.06462866,25426.3050505
-2095.40007426,-2020.84201204
-6904.26519451,-4139.95464812
-5962.89845965,-1091.6506976
-1236.22210051,923.904281788
914.288653345,1400.25334297
-3728.90000597,1796.31181481
253.404090234,575.160686038
1455.87228821,3727.12493254
9116.88589639,-11209.2884031
-1561.71803065,810.126591983
-1586.42281769,-1458.3797296
-1829.54860794,1168.10722105
